Year,Marks,Percentile,Total_Candidates
2022,132,79.377247,1300000
2022,135,79.466534,1300000
2022,142,79.77833,1300000
2022,146,80.1731475,1300000
2022,152,87.9938215,1300000
2022,154,88.029471,1300000
2022,163,88.054894,1300000
2022,165,88.52793199999999,1300000
2022,172,88.965708,1300000
2022,174,88.9508595,1300000
2022,183,92.716827,1300000
2022,184,92.577751,1300000
2022,185,93.05711,1300000
2022,192,92.562074,1300000
2022,193,92.59089,1300000
2022,195,93.221228,1300000
2022,204,94.955222,1300000
2022,205,94.559015,1300000
2022,206,94.378422,1300000
2022,212,94.741368,1300000
2022,214,95.078482,1300000
2022,215,95.261458,1300000
2022,223,95.568081,1300000
2022,225,96.379967,1300000
2022,226,96.511805,1300000
2022,232,96.460654,1300000
2022,234,96.2779425,1300000
2022,244,95.998625,1300000
2022,245,96.734878,1300000
2022,246,96.192519,1300000
2022,252,96.856085,1300000
2022,255,97.21604,1300000
2022,256,97.156892,1300000
2022,264,97.188057,1300000
2022,266,97.348227,1300000
2022,272,97.289677,1300000
2022,274,97.0368905,1300000
2022,283,97.1276185,1300000
2022,285,97.50652,1300000
2022,293,97.57843,1300000
2022,296,97.804768,1300000
2023,3,1.061834,1320000
2023,4,1.3227245,1320000
2023,14,5.3135885,1320000
2023,16,6.105007,1320000
2023,22,8.176506,1320000
2023,26,9.837287,1320000
2023,32,12.04286,1320000
2023,35,13.688222,1320000
2023,36,14.027885,1320000
2023,44,16.982316500000003,1320000
2023,45,17.37491,1320000
2023,52,20.664244,1320000
2023,54,20.520648,1320000
2023,56,22.162897,1320000
2023,63,24.16126,1320000
2023,65,25.164974,1320000
2023,66,25.806541,1320000
2023,73,28.252452,1320000
2023,74,28.853399,1320000
2023,75,29.576635,1320000
2023,84,54.090523,1320000
2023,85,54.036779,1320000
2023,86,54.842342,1320000
2023,93,55.575198,1320000
2023,96,56.165537,1320000
2023,102,67.999051,1320000
2023,112,69.082392,1320000
2023,113,70.029635,1320000
2023,115,69.657541,1320000
2023,123,77.563307,1320000
2023,124,78.389781,1320000
2023,126,77.909644,1320000
2023,132,79.038973,1320000
2023,133,78.662471,1320000
2023,135,78.889848,1320000
2023,143,80.383639,1320000
2023,146,80.13160049999999,1320000
2023,152,88.009206,1320000
2023,155,87.6889505,1320000
2023,164,88.188682,1320000
2023,165,88.012546,1320000
2023,172,88.546075,1320000
2023,173,88.242714,1320000
2023,176,88.946828,1320000
2023,182,92.6186955,1320000
2023,185,92.782698,1320000
2023,195,92.906734,1320000
2023,196,92.942833,1320000
2023,204,93.9693715,1320000
2023,206,94.324376,1320000
2023,212,94.147353,1320000
2023,214,95.004063,1320000
2023,222,95.672063,1320000
2023,223,95.585061,1320000
2023,226,95.625706,1320000
2023,232,95.779149,1320000
2023,234,96.317261,1320000
2023,236,95.944922,1320000
2023,242,95.613192,1320000
2023,245,95.862093,1320000
2023,246,96.208631,1320000
2023,252,96.689737,1320000
2023,254,96.712012,1320000
2023,256,96.771857,1320000
2023,263,97.285648,1320000
2023,264,96.667718,1320000
2023,266,96.888669,1320000
2023,272,96.74658550000001,1320000
2023,273,96.977525,1320000
2023,285,97.236267,1320000
2023,295,97.277633,1320000
2023,296,97.858162,1320000
2023,297,97.729828,1320000
2024,2,1.015701,1350000
2024,4,1.409814,1350000
2024,12,4.796476,1350000
2024,16,6.14595,1350000
2024,24,9.224755,1350000
2024,25,10.063401,1350000
2024,33,12.902694499999999,1350000
2024,35,13.225197,1350000
2024,43,16.2254755,1350000
2024,44,17.094577,1350000
2024,54,20.9424555,1350000
2024,56,22.175688,1350000
2024,62,24.279149,1350000
2024,65,25.27357,1350000
2024,72,28.202116,1350000
2024,76,29.4017965,1350000
2024,82,53.822406,1350000
2024,83,54.187719,1350000
2024,84,54.26687,1350000
2024,92,55.680394,1350000
2024,94,55.830763000000005,1350000
2024,103,68.2467255,1350000
2024,106,68.486216,1350000
2024,113,69.453093,1350000
2024,114,69.790032,1350000
2024,116,69.370549,1350000
2024,124,77.936319,1350000
2024,126,78.63095799999999,1350000
2024,132,78.562435,1350000
2024,134,78.769899,1350000
2024,136,79.09115,1350000
2024,142,79.293472,1350000
2024,144,79.628475,1350000
2024,145,80.331589,1350000
2024,152,87.752877,1350000
2024,154,87.4794505,1350000
2024,162,87.686068,1350000
2024,164,87.768349,1350000
2024,173,88.5401525,1350000
2024,175,88.645871,1350000
2024,182,92.647612,1350000
2024,183,92.666792,1350000
2024,185,92.238032,1350000
2024,194,92.538822,1350000
2024,195,92.051732,1350000
2024,196,92.832211,1350000
2024,204,94.31845799999999,1350000
2024,205,94.618193,1350000
2024,214,94.130812,1350000
2024,216,94.289765,1350000
2024,222,95.870501,1350000
2024,224,95.9423115,1350000
2024,233,95.748268,1350000
2024,234,95.441102,1350000
2024,236,95.752884,1350000
2024,244,95.998469,1350000
2024,245,95.692287,1350000
2024,246,95.816188,1350000
2024,253,96.312165,1350000
2024,254,96.3321185,1350000
2024,262,96.720031,1350000
2024,263,96.347267,1350000
2024,266,97.05041,1350000
2024,275,96.8357735,1350000
2024,276,96.949737,1350000
2024,282,97.445213,1350000
2024,285,97.543358,1350000
2024,286,97.051606,1350000
2024,297,97.73318,1350000
2025,2,0.499781,1380000
2025,5,2.1343315,1380000
2025,13,5.523809,1380000
2025,15,5.852482,1380000
2025,16,6.225937,1380000
2025,23,9.008892,1380000
2025,25,9.237844,1380000
2025,26,10.314644,1380000
2025,35,13.951455,1380000
2025,36,13.752320000000001,1380000
2025,42,16.053544,1380000
2025,44,16.963479,1380000
2025,52,20.006139,1380000
2025,54,21.071807,1380000
2025,56,22.157394,1380000
2025,62,23.626607,1380000
2025,63,24.116863,1380000
2025,66,25.397004,1380000
2025,72,27.899696,1380000
2025,73,28.62273,1380000
2025,76,29.003585,1380000
2025,82,53.390664,1380000
2025,83,53.767232,1380000
2025,85,53.854253,1380000
2025,92,55.678866,1380000
2025,94,55.989247,1380000
2025,95,55.290924,1380000
2025,103,67.642328,1380000
2025,104,68.236865,1380000
2025,105,68.813846,1380000
2025,113,69.376806,1380000
2025,116,69.729569,1380000
2025,122,78.023815,1380000
2025,125,77.467007,1380000
2025,126,77.578892,1380000
2025,135,79.130597,1380000
2025,142,79.536021,1380000
2025,146,79.492739,1380000
2025,152,87.576883,1380000
2025,153,86.962674,1380000
2025,156,87.297158,1380000
2025,164,87.599653,1380000
2025,165,88.132357,1380000
2025,166,87.733464,1380000
2025,173,88.256304,1380000
2025,174,88.12314,1380000
2025,175,88.57482,1380000
2025,184,92.19114,1380000
2025,186,91.8785785,1380000
2025,192,91.855765,1380000
2025,195,92.239071,1380000
2025,203,93.607716,1380000
2025,206,93.9891265,1380000
2025,212,94.373419,1380000
2025,213,94.275229,1380000
2025,215,94.391712,1380000
2025,222,95.258226,1380000
2025,224,95.347641,1380000
2025,225,95.60542,1380000
2025,233,95.375276,1380000
2025,234,95.643368,1380000
2025,235,96.00204,1380000
2025,242,95.570266,1380000
2025,246,96.211524,1380000
2025,252,95.903858,1380000
2025,253,96.225321,1380000
2025,262,96.341398,1380000
2025,263,96.762609,1380000
2025,273,96.506878,1380000
2025,285,96.5371645,1380000
2025,286,97.181399,1380000
2025,294,97.02365850000001,1380000
2025,296,97.304931,1380000
2026,3,1.5095355000000001,1400000
2026,6,2.589523,1400000
2026,14,5.3750395,1400000
2026,16,6.409149,1400000
2026,24,9.061564,1400000
2026,25,9.796042,1400000
2026,33,12.45588,1400000
2026,34,13.231402,1400000
2026,36,13.665709,1400000
2026,43,17.005922499999997,1400000
2026,46,18.037508,1400000
2026,54,20.651258,1400000
2026,55,21.510776,1400000
2026,62,24.407259,1400000
2026,63,24.52275,1400000
2026,66,25.72156,1400000
2026,72,27.35973,1400000
2026,73,28.605268,1400000
2026,82,53.159693,1400000
2026,85,54.322522,1400000
2026,86,54.618672,1400000
2026,92,55.446149,1400000
2026,95,55.552073,1400000
2026,96,55.693378,1400000
2026,104,68.2162385,1400000
2026,106,67.877118,1400000
2026,112,68.613911,1400000
2026,114,69.202958,1400000
2026,116,69.533549,1400000
2026,122,77.127007,1400000
2026,124,78.121247,1400000
2026,126,77.478103,1400000
2026,134,78.386221,1400000
2026,143,79.806553,1400000
2026,145,79.372888,1400000
2026,146,79.513676,1400000
2026,153,87.354831,1400000
2026,155,87.1264985,1400000
2026,162,87.2721075,1400000
2026,163,87.776737,1400000
2026,173,88.406863,1400000
2026,175,87.77409,1400000
2026,176,88.424442,1400000
2026,183,92.040761,1400000
2026,184,91.88806,1400000
2026,186,92.322799,1400000
2026,193,92.565128,1400000
2026,194,91.784195,1400000
2026,195,92.461642,1400000
2026,202,93.469417,1400000
2026,204,94.279744,1400000
2026,206,93.783896,1400000
2026,214,93.931958,1400000
2026,215,94.5202785,1400000
2026,222,94.820843,1400000
2026,224,95.509831,1400000
2026,226,94.799511,1400000
2026,234,95.046658,1400000
2026,236,95.38371749999999,1400000
2026,243,95.575566,1400000
2026,246,95.86296200000001,1400000
2026,252,96.3449195,1400000
2026,254,96.42832,1400000
2026,262,96.457696,1400000
2026,263,95.927557,1400000
2026,266,96.31524,1400000
2026,272,96.238468,1400000
2026,275,96.36902649999999,1400000
2026,285,96.6637925,1400000
2026,286,96.704545,1400000
2026,293,97.002554,1400000
2026,294,96.724267,1400000
2026,295,96.585063,1400000
